Num Units,Batch Size,Epochs,Dense Activation,drop,optimizer,"Fold Results (accuracy, precision, recall, f1)"
128,64,35,relu,0.2,Adam,"[(0.9944444444444445, 0.9944761145039399, 0.9944444444444445, 0.994436425432435), (0.995, 0.9950218212953712, 0.995, 0.9949980231185273), (0.9944444444444445, 0.9944721449224928, 0.9944444444444445, 0.9944397775470913), (0.9922222222222222, 0.9922262861718408, 0.9922222222222222, 0.9922098231766578), (0.9944413563090606, 0.9944763067334099, 0.9944413563090606, 0.9944263314911254)]"
128,64,35,relu,0.5,Adam,"[(0.9916666666666667, 0.9917272475362267, 0.9916666666666667, 0.9916629343825561), (0.9927777777777778, 0.9927799868605705, 0.9927777777777778, 0.992765492796985), (0.9877777777777778, 0.9880198988407942, 0.9877777777777778, 0.9877835614907473), (0.9916666666666667, 0.9916614750794093, 0.9916666666666667, 0.9916525996888355), (0.9961089494163424, 0.9961002449611772, 0.9961089494163424, 0.9960971793895415)]"
128,64,60,relu,0.2,Adam,"[(0.9955555555555555, 0.9955757299815579, 0.9955555555555555, 0.9955484735136287), (0.9938888888888889, 0.9938978323094704, 0.9938888888888889, 0.993879907307205), (0.9933333333333333, 0.9933394861117522, 0.9933333333333333, 0.9933165138259985), (0.9838888888888889, 0.9842244549914668, 0.9838888888888889, 0.9839457879692292), (0.990550305725403, 0.9906609897879863, 0.990550305725403, 0.9905336286427558)]"
128,64,60,relu,0.5,Adam,"[(0.9883333333333333, 0.9884621575747383, 0.9883333333333333, 0.988324648674497), (0.9938888888888889, 0.993901389342926, 0.9938888888888889, 0.9938780370353708), (0.9972222222222222, 0.9972263808033992, 0.9972222222222222, 0.9972209337182026), (0.9961111111111111, 0.9961138472293073, 0.9961111111111111, 0.9961106373395243), (0.9961089494163424, 0.9961064519792613, 0.9961089494163424, 0.9961005933495395)]"
128,64,100,relu,0.2,Adam,"[(0.995, 0.9950183403223785, 0.995, 0.9949957520003199), (0.9977777777777778, 0.997781469176818, 0.9977777777777778, 0.9977759104266014), (0.9966666666666667, 0.9966754149413842, 0.9966666666666667, 0.9966620984712788), (0.9861111111111112, 0.9862354504184488, 0.9861111111111112, 0.9861194503058275), (0.9949972206781545, 0.9950156451585704, 0.9949972206781545, 0.9949848538858429)]"
128,64,100,relu,0.5,Adam,"[(0.9944444444444445, 0.9944508351549505, 0.9944444444444445, 0.9944444251735177), (0.995, 0.9950115444503048, 0.995, 0.9949930538134149), (0.9927777777777778, 0.9928863914702803, 0.9927777777777778, 0.9927448537248408), (0.9933333333333333, 0.9933602255858187, 0.9933333333333333, 0.9933175641960258), (0.9961089494163424, 0.9961538214988558, 0.9961089494163424, 0.9961016243442419)]"
512,8,35,relu,0.2,Adam,"[(0.9977777777777778, 0.9977823782220414, 0.9977777777777778, 0.9977791608921353), (0.9866666666666667, 0.9867627713336989, 0.9866666666666667, 0.9866563254701254), (0.9972222222222222, 0.9972206845092215, 0.9972222222222222, 0.9972139223994941), (0.9955555555555555, 0.9955563299583645, 0.9955555555555555, 0.9955485279652774), (0.9966648137854364, 0.996697835431125, 0.9966648137854364, 0.9966475858842619)]"
512,8,35,relu,0.5,Adam,"[(0.9933333333333333, 0.9933664825856415, 0.9933333333333333, 0.9933199573471729), (0.9911111111111112, 0.9912174621092509, 0.9911111111111112, 0.9911129056318705), (0.9961111111111111, 0.9961110840524455, 0.9961111111111111, 0.9961095984161044), (0.9966666666666667, 0.9966645572957865, 0.9966666666666667, 0.996652604805683), (0.9977765425236242, 0.9977834688954945, 0.9977765425236242, 0.9977724066713084)]"
512,8,60,relu,0.2,Adam,"[(0.9972222222222222, 0.9972291447461081, 0.9972222222222222, 0.997218120552307), (0.9933333333333333, 0.993358096803073, 0.9933333333333333, 0.9933284399390199), (0.9916666666666667, 0.9917330324888609, 0.9916666666666667, 0.9916503484531887), (0.9955555555555555, 0.9955643237789615, 0.9955555555555555, 0.9955523782709241), (0.9944413563090606, 0.9944734014475607, 0.9944413563090606, 0.9944416924422509)]"
512,8,60,relu,0.5,Adam,"[(0.9944444444444445, 0.9944702041152143, 0.9944444444444445, 0.9944355311237635), (0.9966666666666667, 0.9966832321406925, 0.9966666666666667, 0.9966594809305797), (0.995, 0.9950234604805133, 0.995, 0.9949901487148055), (0.9955555555555555, 0.9955498416698261, 0.9955555555555555, 0.9955476367623586), (0.9949972206781545, 0.9950252473392757, 0.9949972206781545, 0.9949911064645783)]"
